"","Barri","Metres_Quadrats","Num_Habitacions","Num_Lavabos","Preu","Tipus_Immoble","Districte"
"6394","Sagrada Família",81,4,2,1700,"Apartamento","Eixample"
"6395","Sant Antoni",75,3,1,1025,"Piso","Eixample"
"6396","Raval",65,3,1,750,"Piso","Ciutat Vella"
"6397","Poble Sec",60,3,1,750,"Piso","Sants-Montjuïc"
"6398","Dreta de l´Eixample",90,3,1,1200,"Piso","Eixample"
"6399","Esquerra Alta de l´Eixample",67,3,1,1020,"Piso","Eixample"
"6400","Sants",61,3,1,790,"Piso","Sants-Montjuïc"
"6402","El Coll",145,2,2,1250,"Piso","Gràcia"
"6403","Gòtic",79,2,1,1250,"Piso","Ciutat Vella"
"6404","Camp de l´Arpa",101,4,2,1400,"Piso","Sant Martí"
"6405","Sant Antoni",114,4,2,1700,"Piso","Eixample"
"6406","Esquerra Baixa de l´Eixample",120,4,2,1400,"Piso","Eixample"
"6408","Dreta de l´Eixample",130,4,3,3100,"Dúplex","Eixample"
"6409","Dreta de l´Eixample",100,2,2,1750,"Dúplex","Eixample"
"6410","Esquerra Baixa de l´Eixample",71,2,2,1200,"Piso","Eixample"
"6411","Sant Gervasi - Bonanova",80,2,2,1450,"Ático","Sarrià-Sant Gervasi"
"6412","Gòtic",85,3,1,1250,"Piso","Ciutat Vella"
"6414","Les Corts",71,3,1,1000,"Piso","Les Corts"
"6415","Raval",65,2,1,995,"Piso","Ciutat Vella"
"6416","Les Corts",126,3,2,1300,"Piso","Les Corts"
"6417","Dreta de l´Eixample",100,3,2,1250,"Piso","Eixample"
"6418","Dreta de l´Eixample",115,3,2,1950,"Piso","Eixample"
"6419","Esquerra Alta de l´Eixample",100,2,1,2500,"Piso","Eixample"
"6420","La Salut",70,3,1,850,"Piso","Gràcia"
"6421","La Bordeta",75,2,2,990,"Piso","Sants-Montjuïc"
"6422","Fort Pienc",140,4,2,1700,"Dúplex","Eixample"
"6423","Esquerra Alta de l´Eixample",84,3,1,1290,"Apartamento","Eixample"
"6425","Vila de Gràcia",135,4,2,1670,"Piso","Gràcia"
"6426","Sant Ramon - Maternitat",90,3,1,900,"Piso","Les Corts"
"6427","Vila de Gràcia",49,2,1,760,"Piso","Gràcia"
"6429","St. Pere - Sta. Caterina - El Born",88,2,2,975,"Piso","Ciutat Vella"
"6430","Tres Torres",87,2,2,1408,"Piso","Sarrià-Sant Gervasi"
"6431","Sagrada Família",169,3,2,2350,"Piso","Eixample"
"6432","Camp de l´Arpa",90,4,1,1000,"Piso","Sant Martí"
"6433","Sant Gervasi - Galvany",94,3,2,2200,"Piso","Sarrià-Sant Gervasi"
"6434","Esquerra Baixa de l´Eixample",75,3,2,1400,"Piso","Eixample"
"6435","Sant Antoni",53,2,1,1290,"Piso","Eixample"
"6436","Vila de Gràcia",80,3,1,1190,"Piso","Gràcia"
"6437","Poblenou",65,2,1,1400,"Apartamento","Sant Martí"
"6438","Ciutat Meridiana",65,3,1,890,"Piso","Nou Barris"
"6441","Les Corts",165,4,2,1900,"Piso","Les Corts"
"6443","Ciutat Meridiana",65,2,1,690,"Piso","Nou Barris"
"6445","Vila de Gràcia",94,3,2,1500,"Piso","Gràcia"
"6446","St. Pere - Sta. Caterina - El Born",100,2,2,2000,"Piso","Ciutat Vella"
"6447","Diagonal Mar - La Mar Bella",140,3,2,2600,"Piso","Sant Martí"
"6448","Sants",87,3,2,900,"Piso","Sants-Montjuïc"
"6449","Camp d´en Grassot - Gràcia N.",63,3,1,950,"Piso","Gràcia"
"6450","Camp d´en Grassot - Gràcia N.",90,3,2,1876,"Piso","Gràcia"
"6451","Sant Antoni",103,3,3,1900,"Piso","Eixample"
"6452","Gòtic",75,3,1,1300,"Piso","Ciutat Vella"
"6453","Esquerra Alta de l´Eixample",75,2,2,1600,"Piso","Eixample"
"6454","Sant Gervasi - Galvany",160,5,3,2300,"Piso","Sarrià-Sant Gervasi"
"6455","Sant Ramon - Maternitat",79,4,1,1150,"Piso","Les Corts"
"6456","Gòtic",133,2,1,2300,"Loft","Ciutat Vella"
"6457","Raval",101,2,2,1000,"Loft","Ciutat Vella"
"6458","Sarrià",174,4,2,4500,"Ático","Sarrià-Sant Gervasi"
"6459","Sant Ramon - Maternitat",150,2,3,1950,"Dúplex","Les Corts"
"6460","Dreta de l´Eixample",68,2,2,1750,"Dúplex","Eixample"
"6461","Les Corts",180,3,1,1980,"Apartamento","Les Corts"
"6462","Putget - Farró",85,4,2,1200,"Piso","Sarrià-Sant Gervasi"
"6463","Camp d´en Grassot - Gràcia N.",65,2,1,1250,"Piso","Gràcia"
"6464","Font de la Guatlla",75,4,1,1100,"Piso","Sants-Montjuïc"
"6465","Raval",51,2,1,1100,"Piso","Ciutat Vella"
"6467","Besòs - Maresme",120,3,2,2750,"Piso","Sant Martí"
"6468","Diagonal Mar - La Mar Bella",150,4,2,6000,"Piso","Sant Martí"
"6469","Guinardó",70,2,1,870,"Piso","Horta-Guinardó"
"6470","La Sagrera",77,3,1,800,"Piso","Sant Andreu"
"6472","Sagrada Família",80,3,2,1100,"Piso","Eixample"
"6473","Dreta de l´Eixample",80,4,2,1300,"Piso","Eixample"
"6475","Raval",65,2,2,900,"Piso","Ciutat Vella"
"6476","Barceloneta",55,2,1,1050,"Piso","Ciutat Vella"
"6477","Esquerra Alta de l´Eixample",60,2,2,950,"Apartamento","Eixample"
"6479","Sagrada Família",90,4,1,990,"Piso","Eixample"
"6481","Esquerra Baixa de l´Eixample",76,2,2,890,"Piso","Eixample"
"6482","Raval",68,2,2,855,"Piso","Ciutat Vella"
"6483","Putget - Farró",38,2,1,830,"Piso","Sarrià-Sant Gervasi"
"6484","Raval",68,2,2,855,"Piso","Ciutat Vella"
"6485","Esquerra Alta de l´Eixample",100,3,1,1250,"Piso","Eixample"
"6486","Raval",116,2,2,1133,"Piso","Ciutat Vella"
"6488","Sant Gervasi - Bonanova",80,3,2,1250,"Piso","Sarrià-Sant Gervasi"
"6491","Baix Guinardó",60,2,1,1250,"Piso","Horta-Guinardó"
"6492","Sagrada Família",44,2,1,750,"Piso","Eixample"
"6493","Vila de Gràcia",116,4,2,1350,"Piso","Gràcia"
"6494","St. Pere - Sta. Caterina - El Born",88,3,2,1600,"Piso","Ciutat Vella"
"6496","Hostafrancs",70,3,1,950,"Piso","Sants-Montjuïc"
"6497","Sagrada Família",55,2,2,725,"Piso","Eixample"
"6498","Les Corts",120,3,2,1800,"Piso","Les Corts"
"6499","Esquerra Baixa de l´Eixample",74,3,1,1000,"Piso","Eixample"
"6500","Navas",92,4,1,875,"Piso","Sant Andreu"
"6501","Sant Ramon - Maternitat",110,4,2,1400,"Piso","Les Corts"
"6502","Turó de la Peira - Can Peguera",55,2,1,700,"Piso","Nou Barris"
"6503","Gòtic",90,3,2,1200,"Piso","Ciutat Vella"
"6504","Esquerra Alta de l´Eixample",160,4,2,1500,"Apartamento","Eixample"
"6506","Esquerra Baixa de l´Eixample",83,2,2,1250,"Piso","Eixample"
"6507","Dreta de l´Eixample",140,4,2,2100,"Piso","Eixample"
"6508","Sant Antoni",90,3,2,1600,"Piso","Eixample"
"6509","Esquerra Baixa de l´Eixample",82,3,1,975,"Piso","Eixample"
"6510","Sant Andreu",125,3,2,1500,"Piso","Sant Andreu"
"6511","Sants",39,2,1,800,"Apartamento","Sants-Montjuïc"
"6513","Esquerra Baixa de l´Eixample",83,2,2,1250,"Piso","Eixample"
"6514","Dreta de l´Eixample",140,4,2,2100,"Piso","Eixample"
"6515","Sant Antoni",90,3,2,1600,"Piso","Eixample"
"6516","Esquerra Baixa de l´Eixample",82,3,1,975,"Piso","Eixample"
"6517","Sant Andreu",125,3,2,1500,"Piso","Sant Andreu"
"6518","Sant Gervasi - Galvany",259,5,3,3800,"Piso","Sarrià-Sant Gervasi"
"6519","Vila de Gràcia",90,3,2,1300,"Piso","Gràcia"
"6520","St. Pere - Sta. Caterina - El Born",102,2,2,1500,"Piso","Ciutat Vella"
"6521","Vila de Gràcia",65,2,1,1400,"Piso","Gràcia"
"6523","Gòtic",90,2,2,1550,"Piso","Ciutat Vella"
"6524","Dreta de l´Eixample",75,3,2,1090,"Piso","Eixample"
"6525","Dreta de l´Eixample",55,2,1,1000,"Piso","Eixample"
"6526","Sants",62,2,1,780,"Piso","Sants-Montjuïc"
"6527","Badal",58,3,1,850,"Piso","Sants-Montjuïc"
"6528","Sant Gervasi - Bonanova",189,5,4,2300,"Piso","Sarrià-Sant Gervasi"
"6529","Sant Antoni",54,2,1,920,"Piso","Eixample"
"6530","Poble Sec",70,3,1,1000,"Piso","Sants-Montjuïc"
"6531","Sant Gervasi - Galvany",45,3,1,850,"Piso","Sarrià-Sant Gervasi"
"6532","Raval",70,3,2,1100,"Piso","Ciutat Vella"
"6533","St. Pere - Sta. Caterina - El Born",84,2,1,1030,"Piso","Ciutat Vella"
"6534","Sagrada Família",85,3,1,1130,"Piso","Eixample"
"6536","Sagrada Família",75,2,2,1300,"Piso","Eixample"
"6537","Poble Sec",80,3,2,1250,"Piso","Sants-Montjuïc"
"6538","Camp de l´Arpa",51,3,1,690,"Piso","Sant Martí"
"6539","Vallcarca - Penitents",71,3,1,950,"Piso","Gràcia"
"6540","Taxonera",64,3,1,736,"Piso","Horta-Guinardó"
"6541","Pedralbes",82,3,2,1300,"Piso","Les Corts"
"6542","Sagrada Família",41,2,1,750,"Piso","Eixample"
"6543","Sarrià",70,3,1,1600,"Piso","Sarrià-Sant Gervasi"
"6544","Esquerra Baixa de l´Eixample",75,2,1,899,"Piso","Eixample"
"6546","Esquerra Alta de l´Eixample",90,3,1,1300,"Piso","Eixample"
"6547","Badal",67,2,1,900,"Piso","Sants-Montjuïc"
"6548","Camp d´en Grassot - Gràcia N.",80,2,1,875,"Piso","Gràcia"
"6551","Raval",60,2,1,995,"Piso","Ciutat Vella"
"6552","Vila de Gràcia",108,3,2,1300,"Piso","Gràcia"
"6553","La Sagrera",62,3,1,890,"Piso","Sant Andreu"
"6554","Sagrada Família",64,2,1,925,"Piso","Eixample"
"6555","Esquerra Alta de l´Eixample",75,2,2,2250,"Piso","Eixample"
"6556","Poble Sec",59,2,2,1000,"Piso","Sants-Montjuïc"
"6557","Sant Martí",65,3,1,790,"Piso","Sant Martí"
"6558","Poble Sec",70,3,1,900,"Piso","Sants-Montjuïc"
"6560","Guinardó",85,3,1,800,"Piso","Horta-Guinardó"
"6561","Esquerra Baixa de l´Eixample",102,3,1,1300,"Piso","Eixample"
"6562","Sagrada Família",90,4,1,1000,"Piso","Eixample"
"6563","Esquerra Alta de l´Eixample",120,3,1,1590,"Piso","Eixample"
"6565","Esquerra Alta de l´Eixample",106,3,2,1190,"Piso","Eixample"
"6566","La Marina-Montjuïc",90,3,1,1295,"Piso","Sants-Montjuïc"
"6567","Esquerra Alta de l´Eixample",120,3,1,1590,"Piso","Eixample"
"6569","Esquerra Alta de l´Eixample",77,2,2,1340,"Piso","Eixample"
"6571","Gòtic",149,3,1,1500,"Apartamento","Ciutat Vella"
"6573","Les Corts",86,3,2,1135,"Piso","Les Corts"
"6574","Esquerra Alta de l´Eixample",73,2,2,1200,"Piso","Eixample"
"6575","Barceloneta",75,2,2,1250,"Piso","Ciutat Vella"
"6576","La Marina-Montjuïc",90,3,1,1295,"Piso","Sants-Montjuïc"
"6577","Camp d´en Grassot - Gràcia N.",68,3,1,1400,"Piso","Gràcia"
"6579","Navas",68,2,2,935,"Piso","Sant Andreu"
"6580","Navas",68,2,2,935,"Piso","Sant Andreu"
"6582","Sant Gervasi - Galvany",228,4,4,3200,"Piso","Sarrià-Sant Gervasi"
"6583","Sant Gervasi - Galvany",140,5,2,1950,"Piso","Sarrià-Sant Gervasi"
"6585","La Sagrera",120,3,2,1350,"Ático","Sant Andreu"
"6586","Esquerra Alta de l´Eixample",75,2,1,1600,"Piso","Eixample"
"6587","Barceloneta",60,2,1,900,"Piso","Ciutat Vella"
"6588","St. Pere - Sta. Caterina - El Born",55,2,1,1100,"Piso","Ciutat Vella"
"6590","Esquerra Alta de l´Eixample",70,2,1,1200,"Piso","Eixample"
"6591","Dreta de l´Eixample",120,3,3,1750,"Piso","Eixample"
"6592","Dreta de l´Eixample",130,3,2,1620,"Piso","Eixample"
"6593","Camp de l´Arpa",65,2,1,1050,"Piso","Sant Martí"
"6595","Sant Gervasi - Galvany",102,3,2,1500,"Piso","Sarrià-Sant Gervasi"
"6596","Sagrada Família",58,2,1,950,"Piso","Eixample"
"6598","Diagonal Mar - La Mar Bella",77,2,1,1200,"Piso","Sant Martí"
"6599","Esquerra Alta de l´Eixample",65,3,1,1175,"Apartamento","Eixample"
"6600","Sants",140,4,3,1500,"Piso","Sants-Montjuïc"
"6601","Sants",140,4,3,1500,"Piso","Sants-Montjuïc"
"6602","Barceloneta",70,3,1,1060,"Piso","Ciutat Vella"
"6603","Camp de l´Arpa",65,3,1,790,"Piso","Sant Martí"
"6605","Sarrià",109,3,2,1900,"Piso","Sarrià-Sant Gervasi"
"6606","Sant Gervasi - Bonanova",62,3,2,1250,"Piso","Sarrià-Sant Gervasi"
"6607","Raval",67,2,2,950,"Piso","Ciutat Vella"
"6608","Esquerra Baixa de l´Eixample",75,2,2,1150,"Piso","Eixample"
"6609","Raval",55,2,1,700,"Dúplex","Ciutat Vella"
"6611","Sant Gervasi - Bonanova",90,4,2,1700,"Apartamento","Sarrià-Sant Gervasi"
"6612","Dreta de l´Eixample",321,4,3,4272,"Piso","Eixample"
"6613","Raval",70,2,2,1000,"Piso","Ciutat Vella"
"6614","Barceloneta",42,2,1,900,"Piso","Ciutat Vella"
"6615","Sant Ramon - Maternitat",65,3,1,1100,"Piso","Les Corts"
"6616","Can Baró",84,2,1,1000,"Piso","Horta-Guinardó"
"6617","Font de la Guatlla",60,3,1,800,"Piso","Sants-Montjuïc"
"6618","Gòtic",98,3,1,1400,"Piso","Ciutat Vella"
"6619","Sant Gervasi - Galvany",122,4,2,1750,"Piso","Sarrià-Sant Gervasi"
"6620","Font de la Guatlla",80,2,1,1100,"Piso","Sants-Montjuïc"
"6621","Esquerra Alta de l´Eixample",186,6,2,1561,"Piso","Eixample"
"6622","Camp de l´Arpa",65,3,1,790,"Piso","Sant Martí"
"6623","Font de la Guatlla",80,2,1,1100,"Piso","Sants-Montjuïc"
"6624","Font de la Guatlla",89,4,2,1175,"Piso","Sants-Montjuïc"
"6625","Dreta de l´Eixample",85,3,2,818,"Piso","Eixample"
"6626","El Coll",60,2,1,900,"Ático","Gràcia"
"6628","Raval",90,3,2,1095,"Piso","Ciutat Vella"
"6629","Esquerra Alta de l´Eixample",70,2,1,900,"Piso","Eixample"
"6630","Esquerra Alta de l´Eixample",70,2,1,1050,"Piso","Eixample"
"6631","La Bordeta",80,3,1,800,"Piso","Sants-Montjuïc"
"6632","Esquerra Baixa de l´Eixample",57,2,1,890,"Piso","Eixample"
"6633","Poble Sec",117,2,2,1100,"Piso","Sants-Montjuïc"
"6634","Camp d´en Grassot - Gràcia N.",43,2,1,765,"Piso","Gràcia"
"6635","Besòs - Maresme",60,3,1,900,"Piso","Sant Martí"
"6636","Esquerra Alta de l´Eixample",80,3,1,1100,"Piso","Eixample"
"6637","Provençals del Poblenou",73,3,1,900,"Piso","Sant Martí"
"6638","La Bordeta",62,2,2,990,"Piso","Sants-Montjuïc"
"6639","Gòtic",47,2,1,1100,"Piso","Ciutat Vella"
"6640","Vila de Gràcia",214,4,3,6000,"Piso","Gràcia"
"6643","Poblenou",54,2,1,1025,"Piso","Sant Martí"
"6644","Fort Pienc",78,4,2,1350,"Piso","Eixample"
"6645","Dreta de l´Eixample",70,2,3,995,"Piso","Eixample"
"6647","Dreta de l´Eixample",88,3,2,1700,"Piso","Eixample"
"6650","Sarrià",420,5,5,7700,"Casa","Sarrià-Sant Gervasi"
"6651","Sant Antoni",81,4,1,1130,"Piso","Eixample"
"6652","Putget - Farró",135,3,2,2100,"Piso","Sarrià-Sant Gervasi"
"6653","Dreta de l´Eixample",180,6,4,1900,"Piso","Eixample"
"6654","Barceloneta",38,2,1,875,"Piso","Ciutat Vella"
"6655","Esquerra Alta de l´Eixample",76,2,1,990,"Piso","Eixample"
"6656","Badal",42,2,1,640,"Piso","Sants-Montjuïc"
"6657","Sagrada Família",80,4,2,1100,"Piso","Eixample"
"6658","Sant Ramon - Maternitat",90,3,1,1250,"Piso","Les Corts"
"6659","Gòtic",60,3,1,800,"Piso","Ciutat Vella"
"6660","Sants",70,2,2,1070,"Piso","Sants-Montjuïc"
"6661","Esquerra Baixa de l´Eixample",116,4,2,1300,"Piso","Eixample"
"6662","Besòs - Maresme",81,3,1,940,"Piso","Sant Martí"
"6663","La Salut",200,4,3,2990,"Casa","Gràcia"
"6664","Vila de Gràcia",84,3,1,1050,"Piso","Gràcia"
"6665","Dreta de l´Eixample",70,3,1,875,"Piso","Eixample"
"6666","Sant Gervasi - Galvany",87,3,1,960,"Piso","Sarrià-Sant Gervasi"
"6671","Badal",65,2,1,1200,"Apartamento","Sants-Montjuïc"
"6674","Esquerra Baixa de l´Eixample",69,2,1,1290,"Piso","Eixample"
"6675","Sants",61,2,2,1200,"Piso","Sants-Montjuïc"
"6676","Esquerra Alta de l´Eixample",55,2,1,800,"Piso","Eixample"
"6677","El Clot",131,3,2,1300,"Piso","Sant Martí"
"6678","Gòtic",136,3,3,2200,"Piso","Ciutat Vella"
"6679","Putget - Farró",185,6,3,2000,"Piso","Sarrià-Sant Gervasi"
"6680","Poblenou",82,3,2,1100,"Piso","Sant Martí"
"6683","Sarrià",60,2,1,1200,"Piso","Sarrià-Sant Gervasi"
"6684","Barceloneta",73,3,1,960,"Piso","Ciutat Vella"
"6685","Dreta de l´Eixample",85,3,1,1200,"Piso","Eixample"
"6687","Esquerra Alta de l´Eixample",89,4,2,1100,"Piso","Eixample"
"6688","St. Pere - Sta. Caterina - El Born",65,2,1,1000,"Piso","Ciutat Vella"
"6689","Dreta de l´Eixample",151,5,3,2500,"Piso","Eixample"
"6690","St. Pere - Sta. Caterina - El Born",50,2,1,850,"Piso","Ciutat Vella"
"6691","Fort Pienc",55,3,1,750,"Piso","Eixample"
"6692","Esquerra Alta de l´Eixample",113,4,2,1232,"Piso","Eixample"
"6694","Sant Antoni",110,4,2,1700,"Piso","Eixample"
"6697","Sant Ramon - Maternitat",150,4,2,1450,"Piso","Les Corts"
"6698","Les Corts",68,3,2,1240,"Piso","Les Corts"
"6699","Guinardó",72,2,1,800,"Piso","Horta-Guinardó"
"6701","Vilapicina - Torre Llobeta",93,3,2,850,"Piso","Nou Barris"
"6702","Hostafrancs",91,4,2,1000,"Piso","Sants-Montjuïc"
"6703","Vila Olímpica",182,3,2,1400,"Piso","Sant Martí"
"6705","Sant Antoni",81,2,2,1080,"Piso","Eixample"
"6706","La Verneda - La Pau",95,4,1,950,"Piso","Sant Martí"
"6707","La Verneda - La Pau",95,4,1,950,"Piso","Sant Martí"
"6708","Sagrada Família",41,2,1,794,"Piso","Eixample"
"6710","Vila de Gràcia",40,2,1,840,"Ático","Gràcia"
"6711","Raval",118,2,1,1350,"Loft","Ciutat Vella"
"6712","Sant Gervasi - Galvany",253,5,4,3550,"Piso","Sarrià-Sant Gervasi"
"6714","Sant Andreu",79,2,1,800,"Piso","Sant Andreu"
"6715","Dreta de l´Eixample",62,2,1,1250,"Piso","Eixample"
"6716","Gòtic",90,2,2,1450,"Piso","Ciutat Vella"
"6717","Vila de Gràcia",52,2,1,1400,"Piso","Gràcia"
"6718","Vallvidrera - Tibidabo - Les Planes",160,5,2,1800,"Piso","Sarrià-Sant Gervasi"
"6719","Navas",68,2,1,1311,"Piso","Sant Andreu"
"6720","Tres Torres",131,3,3,2400,"Piso","Sarrià-Sant Gervasi"
"6721","Tres Torres",125,3,2,2250,"Piso","Sarrià-Sant Gervasi"
"6722","Barceloneta",82,3,1,1000,"Piso","Ciutat Vella"
"6723","Barceloneta",82,3,1,1000,"Piso","Ciutat Vella"
"6724","Pedralbes",196,5,3,4000,"Apartamento","Les Corts"
"6726","Sant Gervasi - Galvany",140,3,4,3700,"Ático","Sarrià-Sant Gervasi"
"6727","Les Corts",58,2,1,900,"Piso","Les Corts"
"6728","Sant Andreu",63,3,1,800,"Piso","Sant Andreu"
"6729","Vila de Gràcia",54,2,1,950,"Piso","Gràcia"
"6730","Sant Gervasi - Galvany",75,2,1,1100,"Piso","Sarrià-Sant Gervasi"
"6731","Sagrada Família",135,3,2,1550,"Piso","Eixample"
"6733","Raval",62,2,2,1050,"Piso","Ciutat Vella"
"6735","Camp de l´Arpa",105,3,1,1100,"Piso","Sant Martí"
"6738","Raval",62,2,2,1050,"Piso","Ciutat Vella"
"6740","Camp de l´Arpa",105,3,1,1100,"Piso","Sant Martí"
"6741","Les Corts",50,2,1,1500,"Piso","Les Corts"
"6742","Putget - Farró",70,2,1,1600,"Piso","Sarrià-Sant Gervasi"
"6744","Sagrada Família",70,3,1,900,"Piso","Eixample"
"6745","Vila de Gràcia",55,2,1,750,"Piso","Gràcia"
"6746","Sant Gervasi - Galvany",84,3,2,1100,"Piso","Sarrià-Sant Gervasi"
"6747","Vilapicina - Torre Llobeta",95,3,2,1000,"Piso","Nou Barris"
"6748","St. Pere - Sta. Caterina - El Born",80,2,2,1550,"Piso","Ciutat Vella"
"6749","Sant Gervasi - Bonanova",77,2,1,950,"Piso","Sarrià-Sant Gervasi"
"6750","Dreta de l´Eixample",90,2,2,1800,"Piso","Eixample"
"6752","Dreta de l´Eixample",85,2,2,1400,"Piso","Eixample"
"6755","St. Pere - Sta. Caterina - El Born",86,3,2,1500,"Piso","Ciutat Vella"
"6756","La Salut",90,2,2,1050,"Piso","Gràcia"
"6757","Sagrada Família",110,3,1,1250,"Piso","Eixample"
"6758","Vila de Gràcia",66,2,2,1100,"Piso","Gràcia"
"6759","Dreta de l´Eixample",75,2,1,1600,"Piso","Eixample"
"6760","Sagrada Família",60,2,1,790,"Piso","Eixample"
"6761","Esquerra Alta de l´Eixample",126,3,2,1700,"Piso","Eixample"
"6762","Sant Gervasi - Bonanova",163,4,3,2300,"Estudio","Sarrià-Sant Gervasi"
"6763","Dreta de l´Eixample",116,3,2,1650,"Apartamento","Eixample"
"6765","Fort Pienc",40,2,1,1095,"Ático","Eixample"
"6766","Tres Torres",135,4,3,2400,"Piso","Sarrià-Sant Gervasi"
"6767","Esquerra Alta de l´Eixample",90,2,1,1200,"Piso","Eixample"
"6768","Putget - Farró",120,3,2,1780,"Piso","Sarrià-Sant Gervasi"
"6769","Sant Gervasi - Galvany",215,4,3,2500,"Piso","Sarrià-Sant Gervasi"
"6770","Camp de l´Arpa",100,3,2,1400,"Piso","Sant Martí"
"6771","Sant Ramon - Maternitat",55,2,1,960,"Piso","Les Corts"
"6772","Raval",71,3,1,949,"Piso","Ciutat Vella"
"6773","Raval",85,3,1,1070,"Piso","Ciutat Vella"
"6774","Esquerra Baixa de l´Eixample",72,2,1,895,"Piso","Eixample"
"6775","Sant Antoni",86,3,2,850,"Piso","Eixample"
"6776","Esquerra Baixa de l´Eixample",59,2,1,785,"Piso","Eixample"
"6780","St. Pere - Sta. Caterina - El Born",80,3,1,800,"Piso","Ciutat Vella"
"6781","Sagrada Família",73,4,1,1009,"Piso","Eixample"
"6783","Dreta de l´Eixample",160,3,3,2200,"Piso","Eixample"
"6784","Barceloneta",42,2,1,800,"Piso","Ciutat Vella"
"6785","Guinardó",78,3,1,825,"Piso","Horta-Guinardó"
"6786","Font de la Guatlla",65,3,1,850,"Piso","Sants-Montjuïc"
"6787","Sant Gervasi - Galvany",155,4,2,2500,"Piso","Sarrià-Sant Gervasi"
"6788","La Marina-Montjuïc",120,4,2,2150,"Piso","Sants-Montjuïc"
"6789","Diagonal Mar - La Mar Bella",72,2,2,1600,"Piso","Sant Martí"
"6790","St. Pere - Sta. Caterina - El Born",86,2,1,1000,"Piso","Ciutat Vella"
"6791","Esquerra Baixa de l´Eixample",120,2,2,1850,"Dúplex","Eixample"
"6792","Sant Gervasi - Galvany",135,3,2,1700,"Piso","Sarrià-Sant Gervasi"
"6794","St. Pere - Sta. Caterina - El Born",75,2,1,1800,"Apartamento","Ciutat Vella"
"6796","El Clot",63,2,2,900,"Piso","Sant Martí"
"6797","St. Pere - Sta. Caterina - El Born",55,2,1,800,"Piso","Ciutat Vella"
"6798","Dreta de l´Eixample",70,2,2,1350,"Piso","Eixample"
"6799","Sagrada Família",41,2,1,790,"Piso","Eixample"
"6800","Camp d´en Grassot - Gràcia N.",61,3,1,900,"Piso","Gràcia"
"6801","Esquerra Baixa de l´Eixample",60,3,1,1595,"Apartamento","Eixample"
"6804","Esquerra Baixa de l´Eixample",120,4,2,1400,"Apartamento","Eixample"
"6808","Sant Gervasi - Galvany",92,3,2,1300,"Piso","Sarrià-Sant Gervasi"
"6809","Putget - Farró",66,2,1,1150,"Piso","Sarrià-Sant Gervasi"
"6810","Esquerra Alta de l´Eixample",60,2,2,1300,"Piso","Eixample"
"6811","Dreta de l´Eixample",100,3,3,1800,"Piso","Eixample"
"6812","Camp de l´Arpa",44,2,1,950,"Piso","Sant Martí"
"6813","Barceloneta",78,3,1,1180,"Piso","Ciutat Vella"
"6814","Dreta de l´Eixample",120,4,2,2100,"Piso","Eixample"
"6815","Dreta de l´Eixample",133,3,2,1800,"Piso","Eixample"
"6816","Esquerra Alta de l´Eixample",90,3,1,1100,"Piso","Eixample"
"6817","Vila de Gràcia",70,2,1,1300,"Piso","Gràcia"
"6818","Sant Ramon - Maternitat",80,3,1,950,"Piso","Les Corts"
"6821","Guinardó",75,3,2,830,"Piso","Horta-Guinardó"
"6822","Poble Sec",70,3,1,900,"Piso","Sants-Montjuïc"
"6823","Poble Sec",61,3,1,935,"Piso","Sants-Montjuïc"
"6824","Raval",55,2,1,1250,"Apartamento","Ciutat Vella"
"6826","Poble Sec",70,3,1,900,"Piso","Sants-Montjuïc"
"6827","Poble Sec",61,3,1,935,"Piso","Sants-Montjuïc"
"6830","Sagrada Família",99,4,2,1450,"Piso","Eixample"
"6831","Camp d´en Grassot - Gràcia N.",85,3,1,1280,"Piso","Gràcia"
"6834","Sant Ramon - Maternitat",105,4,2,1400,"Piso","Les Corts"
"6836","St. Pere - Sta. Caterina - El Born",296,4,4,4000,"Piso","Ciutat Vella"
"6838","Gòtic",85,2,1,4091,"Ático","Ciutat Vella"
"6839","Poble Sec",90,3,1,1010,"Piso","Sants-Montjuïc"
"6841","Les Corts",100,4,2,1400,"Piso","Les Corts"
"6842","Poblenou",100,3,2,1500,"Piso","Sant Martí"
"6843","Les Corts",100,4,2,1400,"Piso","Les Corts"
"6844","Les Corts",120,3,2,1700,"Piso","Les Corts"
"6845","Esquerra Baixa de l´Eixample",95,3,2,1900,"Piso","Eixample"
"6846","Sant Ramon - Maternitat",149,4,2,1550,"Piso","Les Corts"
"6848","La Salut",72,2,1,890,"Piso","Gràcia"
"6850","Esquerra Alta de l´Eixample",70,2,2,1100,"Piso","Eixample"
"6851","Esquerra Alta de l´Eixample",95,4,2,1450,"Piso","Eixample"
"6853","Navas",74,3,1,875,"Piso","Sant Andreu"
"6854","Dreta de l´Eixample",66,2,1,1173,"Piso","Eixample"
"6855","Vila de Gràcia",84,3,1,1120,"Piso","Gràcia"
"6856","Vila de Gràcia",84,3,1,1120,"Piso","Gràcia"
"6857","St. Pere - Sta. Caterina - El Born",56,2,2,900,"Piso","Ciutat Vella"
"6858","Barceloneta",45,2,1,825,"Piso","Ciutat Vella"
